meter_id,hour_start,avg_kwh,min_kwh,max_kwh,sum_kwh
M016,2026-04-22 19:30:00,0.128,0.128,0.128,0.128
M016,2026-04-01 20:30:00,0.134,0.134,0.134,0.134
M016,2026-04-22 21:30:00,0.072,0.072,0.072,0.072
M016,2026-04-15 22:30:00,0.046,0.046,0.046,0.046
M016,2026-04-15 23:30:00,0.025,0.025,0.025,0.025
M016,2026-04-02 03:30:00,0.024,0.024,0.024,0.024
M016,2026-04-09 03:30:00,0.025,0.025,0.025,0.025
M016,2026-04-30 05:30:00,0.058,0.058,0.058,0.058
M016,2026-04-09 06:30:00,0.081,0.081,0.081,0.081
M016,2026-04-30 10:30:00,0.046,0.046,0.046,0.046
M016,2026-04-30 11:30:00,0.046,0.046,0.046,0.046
M016,2026-04-02 12:30:00,0.055,0.055,0.055,0.055
M016,2026-04-16 12:30:00,0.055,0.055,0.055,0.055
M016,2026-04-23 12:30:00,0.05,0.05,0.05,0.05
M016,2026-04-30 14:30:00,0.048,0.048,0.048,0.048
M016,2026-04-09 17:30:00,0.096,0.096,0.096,0.096
M016,2026-04-16 18:30:00,0.114,0.114,0.114,0.114
M016,2026-04-09 22:30:00,0.089,0.089,0.089,0.089
M016,2026-04-03 01:30:00,0.019,0.019,0.019,0.019
M016,2026-04-17 03:30:00,0.019,0.019,0.019,0.019
M016,2026-04-03 06:30:00,0.081,0.081,0.081,0.081
M016,2026-04-03 07:30:00,0.068,0.068,0.068,0.068
M016,2026-04-24 08:30:00,0.053,0.053,0.053,0.053
M016,2026-04-10 11:30:00,0.058,0.058,0.058,0.058
M016,2026-04-24 11:30:00,0.041,0.041,0.041,0.041
M016,2026-04-10 12:30:00,0.059,0.059,0.059,0.059
M016,2026-04-10 14:30:00,0.045,0.045,0.045,0.045
M016,2026-04-24 14:30:00,0.041,0.041,0.041,0.041
M016,2026-04-17 17:30:00,0.081,0.081,0.081,0.081
M016,2026-04-03 18:30:00,0.076,0.076,0.076,0.076
M016,2026-04-10 18:30:00,0.137,0.137,0.137,0.137
M016,2026-04-10 21:30:00,0.074,0.074,0.074,0.074
M016,2026-04-24 23:30:00,0.027,0.027,0.027,0.027
M016,2026-04-25 02:30:00,0.023,0.023,0.023,0.023
M016,2026-04-04 04:30:00,0.046,0.046,0.046,0.046
M016,2026-04-04 05:30:00,0.071,0.071,0.071,0.071
M016,2026-04-25 05:30:00,0.075,0.075,0.075,0.075
M016,2026-04-18 07:30:00,0.093,0.093,0.093,0.093
M016,2026-04-18 09:30:00,0.043,0.043,0.043,0.043
M016,2026-04-25 09:30:00,0.055,0.055,0.055,0.055
M016,2026-04-11 11:30:00,0.059,0.059,0.059,0.059
M016,2026-04-11 12:30:00,0.065,0.065,0.065,0.065
M016,2026-04-18 12:30:00,0.066,0.066,0.066,0.066
M016,2026-04-25 14:30:00,0.04,0.04,0.04,0.04
M016,2026-04-25 16:30:00,0.069,0.069,0.069,0.069
M016,2026-04-04 18:30:00,0.133,0.133,0.133,0.133
M016,2026-04-18 20:30:00,0.102,0.102,0.102,0.102
M036,2026-04-04 23:30:00,0.074,0.074,0.074,0.074
M036,2026-04-25 23:30:00,0.116,0.116,0.116,0.116
M036,2026-04-26 02:30:00,0.058,0.058,0.058,0.058
M036,2026-04-12 03:30:00,0.076,0.076,0.076,0.076
M036,2026-04-05 05:30:00,0.256,0.256,0.256,0.256
M036,2026-04-26 08:30:00,0.185,0.185,0.185,0.185
M036,2026-04-26 14:30:00,0.168,0.168,0.168,0.168
M036,2026-04-12 19:30:00,0.466,0.466,0.466,0.466
M036,2026-04-26 22:30:00,0.186,0.186,0.186,0.186
M036,2026-04-20 00:30:00,0.078,0.078,0.078,0.078
M036,2026-04-27 02:30:00,0.065,0.065,0.065,0.065
M036,2026-04-06 04:30:00,0.137,0.137,0.137,0.137
M036,2026-04-27 04:30:00,0.107,0.107,0.107,0.107
M036,2026-04-06 06:30:00,0.251,0.251,0.251,0.251
M036,2026-04-27 06:30:00,0.25,0.25,0.25,0.25
M036,2026-04-06 12:30:00,0.166,0.166,0.166,0.166
M036,2026-04-20 12:30:00,0.164,0.164,0.164,0.164
M036,2026-04-27 17:30:00,0.314,0.314,0.314,0.314
M036,2026-04-06 21:30:00,0.28,0.28,0.28,0.28
M036,2026-04-27 21:30:00,0.253,0.253,0.253,0.253
M036,2026-04-21 00:30:00,0.09,0.09,0.09,0.09
M036,2026-04-21 03:30:00,0.077,0.077,0.077,0.077
M036,2026-04-14 08:30:00,0.198,0.198,0.198,0.198
M036,2026-04-21 08:30:00,0.144,0.144,0.144,0.144
M036,2026-04-07 09:30:00,0.131,0.131,0.131,0.131
M036,2026-04-14 10:30:00,0.153,0.153,0.153,0.153
M036,2026-04-21 12:30:00,0.176,0.176,0.176,0.176
M036,2026-04-28 14:30:00,0.157,0.157,0.157,0.157
M036,2026-04-07 15:30:00,0.222,0.222,0.222,0.222
M036,2026-04-28 15:30:00,0.164,0.164,0.164,0.164
M036,2026-04-28 17:30:00,0.292,0.292,0.292,0.292
M036,2026-04-28 18:30:00,0.465,0.465,0.465,0.465
M036,2026-04-14 20:30:00,0.397,0.397,0.397,0.397
M036,2026-04-28 21:30:00,0.284,0.284,0.284,0.284
M036,2026-04-14 22:30:00,0.18,0.18,0.18,0.18
M036,2026-04-01 00:30:00,0.069,0.069,0.069,0.069
M036,2026-04-29 00:30:00,0.072,0.072,0.072,0.072
M036,2026-04-22 01:30:00,0.06,0.06,0.06,0.06
M036,2026-04-29 02:30:00,0.052,0.052,0.052,0.052
M036,2026-04-01 03:30:00,0.078,0.078,0.078,0.078
M036,2026-04-01 06:30:00,0.274,0.274,0.274,0.274
M036,2026-04-01 10:30:00,0.151,0.151,0.151,0.151
M036,2026-04-08 10:30:00,0.134,0.134,0.134,0.134
M036,2026-04-01 12:30:00,0.158,0.158,0.158,0.158
M036,2026-04-22 13:30:00,0.169,0.169,0.169,0.169
M036,2026-04-08 16:30:00,0.236,0.236,0.236,0.236
M036,2026-04-22 17:30:00,0.362,0.362,0.362,0.362
M036,2026-04-01 21:30:00,0.28,0.28,0.28,0.28
M036,2026-04-22 21:30:00,0.296,0.296,0.296,0.296
M036,2026-04-29 22:30:00,0.1,0.1,0.1,0.1
M036,2026-04-02 01:30:00,0.062,0.062,0.062,0.062
M036,2026-04-02 03:30:00,0.075,0.075,0.075,0.075
M036,2026-04-02 06:30:00,0.274,0.274,0.274,0.274
M036,2026-04-09 06:30:00,0.265,0.265,0.265,0.265
M036,2026-04-16 06:30:00,0.249,0.249,0.249,0.249
M036,2026-04-23 06:30:00,0.304,0.304,0.304,0.304
M036,2026-04-02 11:30:00,0.135,0.135,0.135,0.135
M036,2026-04-09 11:30:00,0.162,0.162,0.162,0.162
M036,2026-04-30 12:30:00,0.104,0.104,0.104,0.104
M036,2026-04-30 14:30:00,0.155,0.155,0.155,0.155
M036,2026-04-16 17:30:00,0.325,0.325,0.325,0.325
M036,2026-04-02 21:30:00,0.251,0.251,0.251,0.251
M036,2026-04-16 21:30:00,0.255,0.255,0.255,0.255
M036,2026-04-09 23:30:00,0.093,0.093,0.093,0.093
M036,2026-04-23 23:30:00,0.087,0.087,0.087,0.087
M036,2026-04-10 00:30:00,0.069,0.069,0.069,0.069
M036,2026-04-03 01:30:00,0.054,0.054,0.054,0.054
M036,2026-04-10 03:30:00,0.073,0.073,0.073,0.073
M036,2026-04-03 04:30:00,0.108,0.108,0.108,0.108
M036,2026-04-10 05:30:00,0.222,0.222,0.222,0.222
M036,2026-04-10 08:30:00,0.183,0.183,0.183,0.183
M036,2026-04-10 09:30:00,0.159,0.159,0.159,0.159
M036,2026-04-17 11:30:00,0.166,0.166,0.166,0.166
M036,2026-04-17 12:30:00,0.197,0.197,0.197,0.197
M036,2026-04-24 13:30:00,0.126,0.126,0.126,0.126
M036,2026-04-03 16:30:00,0.253,0.253,0.253,0.253
M036,2026-04-04 01:30:00,0.067,0.067,0.067,0.067
M036,2026-04-11 02:30:00,0.065,0.065,0.065,0.065
M036,2026-04-18 05:30:00,0.209,0.209,0.209,0.209
M036,2026-04-11 08:30:00,0.223,0.223,0.223,0.223
M036,2026-04-11 13:30:00,0.185,0.185,0.185,0.185
M036,2026-04-18 16:30:00,0.241,0.241,0.241,0.241
M036,2026-04-25 16:30:00,0.242,0.242,0.242,0.242
M036,2026-04-18 19:30:00,0.522,0.522,0.522,0.522
M036,2026-04-04 20:30:00,0.412,0.412,0.412,0.412
M036,2026-04-04 21:30:00,0.273,0.273,0.273,0.273
M036,2026-04-18 21:30:00,0.261,0.261,0.261,0.261
M036,2026-04-25 22:30:00,0.184,0.184,0.184,0.184
M017,2026-04-12 04:30:00,0.103,0.103,0.103,0.103
M017,2026-04-26 05:30:00,0.243,0.243,0.243,0.243
M017,2026-04-12 06:30:00,0.206,0.206,0.206,0.206
M017,2026-04-12 09:30:00,0.121,0.121,0.121,0.121
M017,2026-04-19 10:30:00,0.138,0.138,0.138,0.138
M017,2026-04-12 12:30:00,0.172,0.172,0.172,0.172
M017,2026-04-12 16:30:00,0.2,0.2,0.2,0.2
M017,2026-04-12 18:30:00,0.388,0.388,0.388,0.388
M017,2026-04-26 20:30:00,0.379,0.379,0.379,0.379
M017,2026-04-06 06:30:00,0.192,0.192,0.192,0.192
M017,2026-04-13 09:30:00,0.108,0.108,0.108,0.108
M017,2026-04-20 11:30:00,0.13,0.13,0.13,0.13
M017,2026-04-27 11:30:00,0.146,0.146,0.146,0.146
M017,2026-04-20 13:30:00,0.123,0.123,0.123,0.123
M017,2026-04-06 14:30:00,0.129,0.129,0.129,0.129
M017,2026-04-13 15:30:00,0.145,0.145,0.145,0.145
M017,2026-04-06 16:30:00,0.205,0.205,0.205,0.205
M017,2026-04-27 17:30:00,0.256,0.256,0.256,0.256
M017,2026-04-06 18:30:00,0.347,0.347,0.347,0.347
M017,2026-04-06 19:30:00,0.329,0.329,0.329,0.329
M017,2026-04-06 20:30:00,0.297,0.297,0.297,0.297
M017,2026-04-13 23:30:00,0.081,0.081,0.081,0.081
M017,2026-04-27 23:30:00,0.068,0.068,0.068,0.068
M017,2026-04-21 00:30:00,0.063,0.063,0.063,0.063
M017,2026-04-21 04:30:00,0.091,0.091,0.091,0.091
M017,2026-04-14 11:30:00,0.167,0.167,0.167,0.167
M017,2026-04-07 15:30:00,0.154,0.154,0.154,0.154
M017,2026-04-14 15:30:00,0.155,0.155,0.155,0.155
M017,2026-04-21 16:30:00,0.157,0.157,0.157,0.157
M017,2026-04-07 17:30:00,0.233,0.233,0.233,0.233
M017,2026-04-21 19:30:00,0.386,0.386,0.386,0.386
M017,2026-04-14 20:30:00,0.334,0.334,0.334,0.334
M017,2026-04-07 22:30:00,0.129,0.129,0.129,0.129
M017,2026-04-07 23:30:00,0.092,0.092,0.092,0.092
M017,2026-04-01 00:30:00,0.059,0.059,0.059,0.059
M017,2026-04-29 00:30:00,0.069,0.069,0.069,0.069
M017,2026-04-22 01:30:00,0.048,0.048,0.048,0.048
M017,2026-04-01 02:30:00,0.045,0.045,0.045,0.045
M017,2026-04-15 02:30:00,0.051,0.051,0.051,0.051
M017,2026-04-15 04:30:00,0.105,0.105,0.105,0.105
M017,2026-04-22 06:30:00,0.245,0.245,0.245,0.245
M017,2026-04-15 07:30:00,0.215,0.215,0.215,0.215
M017,2026-04-15 08:30:00,0.146,0.146,0.146,0.146
M017,2026-04-15 09:30:00,0.14,0.14,0.14,0.14
M017,2026-04-15 10:30:00,0.121,0.121,0.121,0.121
M017,2026-04-08 21:30:00,0.223,0.223,0.223,0.223
M017,2026-04-15 22:30:00,0.126,0.126,0.126,0.126
M017,2026-04-29 22:30:00,0.118,0.118,0.118,0.118
M017,2026-04-01 23:30:00,0.08,0.08,0.08,0.08
M017,2026-04-23 00:30:00,0.064,0.064,0.064,0.064
M017,2026-04-16 02:30:00,0.063,0.063,0.063,0.063
M017,2026-04-02 03:30:00,0.057,0.057,0.057,0.057
M017,2026-04-30 03:30:00,0.063,0.063,0.063,0.063
M017,2026-04-09 06:30:00,0.233,0.233,0.233,0.233
M017,2026-04-30 08:30:00,0.113,0.113,0.113,0.113
M017,2026-04-02 13:30:00,0.125,0.125,0.125,0.125
M017,2026-04-16 15:30:00,0.141,0.141,0.141,0.141
M017,2026-04-02 18:30:00,0.3,0.3,0.3,0.3
M017,2026-04-16 18:30:00,0.316,0.316,0.316,0.316
M017,2026-04-02 22:30:00,0.127,0.127,0.127,0.127
M017,2026-04-10 00:30:00,0.071,0.071,0.071,0.071
M017,2026-04-24 01:30:00,0.055,0.055,0.055,0.055
M017,2026-04-03 02:30:00,0.053,0.053,0.053,0.053
M017,2026-04-17 02:30:00,0.039,0.039,0.039,0.039
M017,2026-04-24 03:30:00,0.073,0.073,0.073,0.073
M017,2026-04-03 04:30:00,0.131,0.131,0.131,0.131
M017,2026-04-24 04:30:00,0.102,0.102,0.102,0.102
M017,2026-04-03 05:30:00,0.169,0.169,0.169,0.169
M017,2026-04-03 09:30:00,0.125,0.125,0.125,0.125
M017,2026-04-03 10:30:00,0.125,0.125,0.125,0.125
M017,2026-04-10 11:30:00,0.153,0.153,0.153,0.153
M017,2026-04-17 12:30:00,0.148,0.148,0.148,0.148
M017,2026-04-03 13:30:00,0.1,0.1,0.1,0.1
M017,2026-04-17 16:30:00,0.178,0.178,0.178,0.178
M017,2026-04-03 18:30:00,0.317,0.317,0.317,0.317
M017,2026-04-10 19:30:00,0.395,0.395,0.395,0.395
M017,2026-04-17 19:30:00,0.368,0.368,0.368,0.368
M017,2026-04-24 23:30:00,0.078,0.078,0.078,0.078
M017,2026-04-18 00:30:00,0.064,0.064,0.064,0.064
M017,2026-04-25 01:30:00,0.064,0.064,0.064,0.064
M017,2026-04-04 12:30:00,0.143,0.143,0.143,0.143
M017,2026-04-11 13:30:00,0.129,0.129,0.129,0.129
M017,2026-04-25 16:30:00,0.217,0.217,0.217,0.217
M017,2026-04-18 21:30:00,0.233,0.233,0.233,0.233
M017,2026-04-18 22:30:00,0.153,0.153,0.153,0.153
M013,2026-04-18 23:30:00,0.091,0.091,0.091,0.091
M013,2026-04-05 01:30:00,0.054,0.054,0.054,0.054
M013,2026-04-05 02:30:00,0.061,0.061,0.061,0.061
M013,2026-04-26 02:30:00,0.063,0.063,0.063,0.063
M013,2026-04-05 04:30:00,0.115,0.115,0.115,0.115
M013,2026-04-26 05:30:00,0.196,0.196,0.196,0.196
M013,2026-04-05 09:30:00,0.168,0.168,0.168,0.168
M013,2026-04-19 09:30:00,0.139,0.139,0.139,0.139
M013,2026-04-05 13:30:00,0.112,0.112,0.112,0.112
M013,2026-04-05 18:30:00,0.379,0.379,0.379,0.379
M013,2026-04-19 19:30:00,0.487,0.487,0.487,0.487
M013,2026-04-05 21:30:00,0.248,0.248,0.248,0.248
M013,2026-04-20 05:30:00,0.159,0.159,0.159,0.159
M013,2026-04-13 07:30:00,0.161,0.161,0.161,0.161
M013,2026-04-20 13:30:00,0.133,0.133,0.133,0.133
M013,2026-04-13 16:30:00,0.242,0.242,0.242,0.242
M013,2026-04-13 20:30:00,0.37,0.37,0.37,0.37
M013,2026-04-20 23:30:00,0.079,0.079,0.079,0.079
M013,2026-04-21 02:30:00,0.053,0.053,0.053,0.053
M013,2026-04-21 03:30:00,0.055,0.055,0.055,0.055
M013,2026-04-28 06:30:00,0.234,0.234,0.234,0.234
M013,2026-04-07 07:30:00,0.224,0.224,0.224,0.224
M013,2026-04-14 09:30:00,0.124,0.124,0.124,0.124
M013,2026-04-21 09:30:00,0.126,0.126,0.126,0.126
M013,2026-04-07 14:30:00,0.12,0.12,0.12,0.12
M013,2026-04-14 14:30:00,0.121,0.121,0.121,0.121
M013,2026-04-07 17:30:00,0.269,0.269,0.269,0.269
M013,2026-04-14 18:30:00,0.294,0.294,0.294,0.294
M013,2026-04-01 01:30:00,0.046,0.046,0.046,0.046
M013,2026-04-29 02:30:00,0.051,0.051,0.051,0.051
M013,2026-04-01 03:30:00,0.066,0.066,0.066,0.066
M013,2026-04-29 03:30:00,0.059,0.059,0.059,0.059
M013,2026-04-01 04:30:00,0.096,0.096,0.096,0.096
M013,2026-04-22 05:30:00,0.177,0.177,0.177,0.177
M013,2026-04-08 07:30:00,0.198,0.198,0.198,0.198
M013,2026-04-15 07:30:00,0.209,0.209,0.209,0.209
M013,2026-04-22 08:30:00,0.158,0.158,0.158,0.158
M013,2026-04-29 08:30:00,0.116,0.116,0.116,0.116
M013,2026-04-29 10:30:00,0.117,0.117,0.117,0.117
M013,2026-04-08 12:30:00,0.158,0.158,0.158,0.158
M013,2026-04-08 16:30:00,0.173,0.173,0.173,0.173
M013,2026-04-15 17:30:00,0.275,0.275,0.275,0.275
M013,2026-04-22 17:30:00,0.316,0.316,0.316,0.316
M013,2026-04-22 19:30:00,0.45,0.45,0.45,0.45
M013,2026-04-15 23:30:00,0.076,0.076,0.076,0.076
M013,2026-04-22 23:30:00,0.085,0.085,0.085,0.085
M013,2026-04-09 00:30:00,0.073,0.073,0.073,0.073
M013,2026-04-02 01:30:00,0.049,0.049,0.049,0.049
M013,2026-04-09 01:30:00,0.043,0.043,0.043,0.043
M013,2026-04-30 01:30:00,0.048,0.048,0.048,0.048
M013,2026-04-30 02:30:00,0.052,0.052,0.052,0.052
M013,2026-04-02 03:30:00,0.059,0.059,0.059,0.059
M013,2026-04-23 03:30:00,0.064,0.064,0.064,0.064
M013,2026-04-16 04:30:00,0.133,0.133,0.133,0.133
M013,2026-04-30 04:30:00,0.102,0.102,0.102,0.102
M013,2026-04-23 06:30:00,0.231,0.231,0.231,0.231
M013,2026-04-16 08:30:00,0.12,0.12,0.12,0.12
M013,2026-04-30 08:30:00,0.147,0.147,0.147,0.147
M013,2026-04-09 09:30:00,0.116,0.116,0.116,0.116
M013,2026-04-09 12:30:00,0.17,0.17,0.17,0.17
M013,2026-04-09 16:30:00,0.235,0.235,0.235,0.235
M013,2026-04-02 17:30:00,0.321,0.321,0.321,0.321
M013,2026-04-23 21:30:00,0.359,0.359,0.359,0.359
M013,2026-04-09 22:30:00,0.104,0.104,0.104,0.104
M013,2026-04-10 00:30:00,0.07,0.07,0.07,0.07
M013,2026-04-17 00:30:00,0.054,0.054,0.054,0.054
M013,2026-04-24 01:30:00,0.039,0.039,0.039,0.039
M013,2026-04-24 04:30:00,0.12,0.12,0.12,0.12
M013,2026-04-17 08:30:00,0.171,0.171,0.171,0.171
M013,2026-04-17 10:30:00,0.151,0.151,0.151,0.151
M013,2026-04-03 11:30:00,0.125,0.125,0.125,0.125
M013,2026-04-03 12:30:00,0.128,0.128,0.128,0.128
M013,2026-04-03 15:30:00,0.139,0.139,0.139,0.139
M013,2026-04-24 15:30:00,0.091,0.091,0.091,0.091
M013,2026-04-10 17:30:00,0.271,0.271,0.271,0.271
M013,2026-04-24 19:30:00,0.414,0.414,0.414,0.414
M013,2026-04-03 20:30:00,0.304,0.304,0.304,0.304
M013,2026-04-10 22:30:00,0.113,0.113,0.113,0.113
M013,2026-04-24 23:30:00,0.072,0.072,0.072,0.072
M013,2026-04-11 10:30:00,0.156,0.156,0.156,0.156
M013,2026-04-04 11:30:00,0.192,0.192,0.192,0.192
M013,2026-04-04 12:30:00,0.187,0.187,0.187,0.187
M013,2026-04-04 14:30:00,0.132,0.132,0.132,0.132
M005,2026-04-04 23:30:00,0.078,0.078,0.078,0.078
M005,2026-04-12 01:30:00,0.063,0.063,0.063,0.063
M005,2026-04-19 07:30:00,0.186,0.186,0.186,0.186
M005,2026-04-12 13:30:00,0.119,0.119,0.119,0.119
M005,2026-04-05 16:30:00,0.296,0.296,0.296,0.296
M005,2026-04-26 17:30:00,0.307,0.307,0.307,0.307
M005,2026-04-19 18:30:00,0.401,0.401,0.401,0.401
M005,2026-04-12 21:30:00,0.232,0.232,0.232,0.232
M005,2026-04-26 22:30:00,0.123,0.123,0.123,0.123
M005,2026-04-20 00:30:00,0.066,0.066,0.066,0.066
M005,2026-04-13 04:30:00,0.1,0.1,0.1,0.1
M005,2026-04-27 08:30:00,0.169,0.169,0.169,0.169
M005,2026-04-13 09:30:00,0.134,0.134,0.134,0.134
M005,2026-04-20 09:30:00,0.129,0.129,0.129,0.129
M005,2026-04-27 10:30:00,0.12,0.12,0.12,0.12
M005,2026-04-06 13:30:00,0.14,0.14,0.14,0.14
M005,2026-04-06 14:30:00,0.116,0.116,0.116,0.116
M005,2026-04-27 16:30:00,0.201,0.201,0.201,0.201
M005,2026-04-27 20:30:00,0.386,0.386,0.386,0.386
M005,2026-04-13 22:30:00,0.113,0.113,0.113,0.113
M005,2026-04-20 23:30:00,0.074,0.074,0.074,0.074
M005,2026-04-21 00:30:00,0.046,0.046,0.046,0.046
M005,2026-04-28 03:30:00,0.072,0.072,0.072,0.072
M005,2026-04-28 08:30:00,0.144,0.144,0.144,0.144
M005,2026-04-28 09:30:00,0.138,0.138,0.138,0.138
M005,2026-04-28 10:30:00,0.113,0.113,0.113,0.113
M005,2026-04-07 12:30:00,0.148,0.148,0.148,0.148
M005,2026-04-07 18:30:00,0.329,0.329,0.329,0.329
M005,2026-04-07 21:30:00,0.238,0.238,0.238,0.238
M005,2026-04-28 21:30:00,0.205,0.205,0.205,0.205
M005,2026-04-21 22:30:00,0.276,0.276,0.276,0.276
M005,2026-04-08 03:30:00,0.056,0.056,0.056,0.056
M005,2026-04-08 05:30:00,0.166,0.166,0.166,0.166
M005,2026-04-22 05:30:00,0.152,0.152,0.152,0.152
M005,2026-04-15 06:30:00,0.175,0.175,0.175,0.175
M005,2026-04-08 09:30:00,0.115,0.115,0.115,0.115
M005,2026-04-08 11:30:00,0.171,0.171,0.171,0.171
M005,2026-04-22 11:30:00,0.134,0.134,0.134,0.134
M005,2026-04-01 13:30:00,0.115,0.115,0.115,0.115
M005,2026-04-01 14:30:00,0.107,0.107,0.107,0.107
M005,2026-04-29 14:30:00,0.107,0.107,0.107,0.107
M005,2026-04-01 17:30:00,0.247,0.247,0.247,0.247
M005,2026-04-15 17:30:00,0.259,0.259,0.259,0.259
M005,2026-04-29 17:30:00,0.299,0.299,0.299,0.299
M005,2026-04-30 03:30:00,0.067,0.067,0.067,0.067
M005,2026-04-23 05:30:00,0.152,0.152,0.152,0.152
M005,2026-04-23 07:30:00,0.203,0.203,0.203,0.203
M005,2026-04-02 08:30:00,0.11,0.11,0.11,0.11
M005,2026-04-09 08:30:00,0.13,0.13,0.13,0.13
M005,2026-04-02 09:30:00,0.13,0.13,0.13,0.13
M005,2026-04-16 11:30:00,0.125,0.125,0.125,0.125
M005,2026-04-09 12:30:00,0.163,0.163,0.163,0.163
M005,2026-04-30 12:30:00,0.14,0.14,0.14,0.14
M005,2026-04-16 13:30:00,0.119,0.119,0.119,0.119
M005,2026-04-16 14:30:00,0.13,0.13,0.13,0.13
M005,2026-04-09 15:30:00,0.153,0.153,0.153,0.153
M005,2026-04-02 18:30:00,0.323,0.323,0.323,0.323
M005,2026-04-30 18:30:00,0.455,0.455,0.455,0.455
M005,2026-04-16 22:30:00,0.149,0.149,0.149,0.149
M005,2026-04-17 01:30:00,0.034,0.034,0.034,0.034
M005,2026-04-24 02:30:00,0.053,0.053,0.053,0.053
M005,2026-04-10 06:30:00,0.253,0.253,0.253,0.253
M005,2026-04-24 06:30:00,0.277,0.277,0.277,0.277
M005,2026-04-17 07:30:00,0.196,0.196,0.196,0.196
M005,2026-04-10 08:30:00,0.151,0.151,0.151,0.151
M005,2026-04-03 11:30:00,0.18,0.18,0.18,0.18
M005,2026-04-03 13:30:00,0.125,0.125,0.125,0.125
M005,2026-04-03 18:30:00,0.368,0.368,0.368,0.368
M005,2026-04-10 21:30:00,0.203,0.203,0.203,0.203
M005,2026-04-18 06:30:00,0.278,0.278,0.278,0.278
M005,2026-04-18 08:30:00,0.171,0.171,0.171,0.171
M005,2026-04-11 09:30:00,0.155,0.155,0.155,0.155
M005,2026-04-18 09:30:00,0.136,0.136,0.136,0.136
M005,2026-04-04 12:30:00,0.139,0.139,0.139,0.139
M005,2026-04-18 15:30:00,0.236,0.236,0.236,0.236
M005,2026-04-11 16:30:00,0.259,0.259,0.259,0.259
M005,2026-04-04 19:30:00,0.43,0.43,0.43,0.43
M005,2026-04-11 22:30:00,0.148,0.148,0.148,0.148
M040,2026-04-11 23:30:00,0.063,0.063,0.063,0.063
M040,2026-04-18 23:30:00,0.097,0.097,0.097,0.097
M040,2026-04-05 00:30:00,0.058,0.058,0.058,0.058
M040,2026-04-12 03:30:00,0.073,0.073,0.073,0.073
M040,2026-04-05 06:30:00,0.228,0.228,0.228,0.228
M040,2026-04-26 07:30:00,0.22,0.22,0.22,0.22
M040,2026-04-05 11:30:00,0.138,0.138,0.138,0.138
M040,2026-04-12 11:30:00,0.153,0.153,0.153,0.153
M040,2026-04-12 12:30:00,0.148,0.148,0.148,0.148
M040,2026-04-05 13:30:00,0.106,0.106,0.106,0.106
M040,2026-04-26 13:30:00,0.119,0.119,0.119,0.119
M040,2026-04-12 16:30:00,0.215,0.215,0.215,0.215
M040,2026-04-26 20:30:00,0.265,0.265,0.265,0.265
M040,2026-04-20 00:30:00,0.052,0.052,0.052,0.052
M040,2026-04-27 03:30:00,0.049,0.049,0.049,0.049
M040,2026-04-06 06:30:00,0.216,0.216,0.216,0.216
M040,2026-04-20 08:30:00,0.128,0.128,0.128,0.128
M040,2026-04-20 13:30:00,0.094,0.094,0.094,0.094
M040,2026-04-13 16:30:00,0.224,0.224,0.224,0.224
M040,2026-04-20 16:30:00,0.167,0.167,0.167,0.167
M040,2026-04-27 20:30:00,0.282,0.282,0.282,0.282
M040,2026-04-20 21:30:00,0.157,0.157,0.157,0.157
M040,2026-04-28 03:30:00,0.046,0.046,0.046,0.046
M040,2026-04-14 05:30:00,0.192,0.192,0.192,0.192
M040,2026-04-28 07:30:00,0.149,0.149,0.149,0.149
M040,2026-04-28 10:30:00,0.104,0.104,0.104,0.104
M040,2026-04-14 12:30:00,0.127,0.127,0.127,0.127
M040,2026-04-28 15:30:00,0.142,0.142,0.142,0.142
M040,2026-04-21 21:30:00,0.173,0.173,0.173,0.173
M040,2026-04-28 23:30:00,0.066,0.066,0.066,0.066
M040,2026-04-29 00:30:00,0.066,0.066,0.066,0.066
M040,2026-04-08 01:30:00,0.038,0.038,0.038,0.038
M040,2026-04-08 04:30:00,0.089,0.089,0.089,0.089
M040,2026-04-01 05:30:00,0.143,0.143,0.143,0.143
M040,2026-04-29 05:30:00,0.16,0.16,0.16,0.16
M040,2026-04-01 06:30:00,0.199,0.199,0.199,0.199
M040,2026-04-15 08:30:00,0.142,0.142,0.142,0.142
M040,2026-04-08 11:30:00,0.131,0.131,0.131,0.131
M040,2026-04-01 13:30:00,0.125,0.125,0.125,0.125
M040,2026-04-08 15:30:00,0.148,0.148,0.148,0.148
M040,2026-04-01 16:30:00,0.149,0.149,0.149,0.149
M040,2026-04-15 17:30:00,0.226,0.226,0.226,0.226
M040,2026-04-08 19:30:00,0.309,0.309,0.309,0.309
M040,2026-04-29 19:30:00,0.309,0.309,0.309,0.309
M040,2026-04-01 22:30:00,0.087,0.087,0.087,0.087
M040,2026-04-08 23:30:00,0.065,0.065,0.065,0.065
M040,2026-04-22 23:30:00,0.067,0.067,0.067,0.067
M040,2026-04-09 02:30:00,0.038,0.038,0.038,0.038
M040,2026-04-16 02:30:00,0.047,0.047,0.047,0.047
M040,2026-04-23 04:30:00,0.09,0.09,0.09,0.09
M040,2026-04-02 07:30:00,0.184,0.184,0.184,0.184
M040,2026-04-23 09:30:00,0.103,0.103,0.103,0.103
M040,2026-04-23 10:30:00,0.098,0.098,0.098,0.098
M040,2026-04-09 11:30:00,0.118,0.118,0.118,0.118
M040,2026-04-16 11:30:00,0.129,0.129,0.129,0.129
